Date,total_pengeluaran,bulan,tanggal,hari,weekend_encoded,is_payday,pengeluaran_1sebelumnya,pengeluaran_3sebelumnya,pengeluaran_7sebelumnya,pengeluaran_14sebelumnya,rata-rata_3hari,rata-rata_7hari,rata-rata_30hari,std_seminggu,std_sebulan,ema_7
2014-01-13,43000.0,1,13,0,0,0,51000.0,54000.0,31000.0,0.0,40666.666666666664,40285.71428571428,0.0,10609.968358644079,0.0,42869.99315023422
2014-01-14,29000.0,1,14,1,0,0,43000.0,28000.0,45000.0,0.0,41000.0,38000.0,0.0,11135.528725660042,0.0,39402.49486267567
2014-01-15,123000.0,1,15,2,0,0,29000.0,51000.0,30000.0,51000.0,65000.0,51285.71428571428,0.0,33340.23738025013,0.0,60301.87114700675
2014-01-16,51000.0,1,16,3,0,0,123000.0,43000.0,31000.0,32000.0,67666.66666666667,54142.857142857145,0.0,32147.72449919574,0.0,57976.40336025506
2014-01-17,20000.0,1,17,4,0,0,51000.0,29000.0,54000.0,27000.0,64666.666666666664,49285.71428571428,0.0,34644.452589672925,0.0,48482.3025201913
2014-01-18,26000.0,1,18,5,1,0,20000.0,123000.0,28000.0,49000.0,32333.333333333332,49000.0,0.0,34856.85011586675,0.0,42861.72689014347
2014-01-19,68000.0,1,19,6,1,0,26000.0,51000.0,51000.0,96000.0,38000.0,51428.57142857143,0.0,35603.63812335823,0.0,49146.295167607605
2014-01-20,29000.0,1,20,0,0,0,68000.0,20000.0,43000.0,31000.0,41000.0,49428.57142857143,0.0,36537.00016356543,0.0,44109.7213757057
2014-01-21,23000.0,1,21,1,0,0,29000.0,26000.0,29000.0,45000.0,40000.0,48571.42857142857,0.0,37161.16764786032,0.0,38832.29103177928
2014-01-22,47000.0,1,22,2,0,0,23000.0,68000.0,123000.0,30000.0,33000.0,37714.28571428572,0.0,17904.508610163757,0.0,40874.218273834456
2014-01-23,33000.0,1,23,3,0,0,47000.0,29000.0,51000.0,31000.0,34333.333333333336,35142.857142857145,0.0,16945.290116809938,0.0,38905.663705375846
2014-01-24,24000.0,1,24,4,0,0,33000.0,23000.0,20000.0,54000.0,34666.666666666664,35714.28571428572,0.0,16408.476322867235,0.0,35179.24777903188
2014-01-25,56000.0,1,25,5,1,0,24000.0,47000.0,26000.0,28000.0,37666.666666666664,40000.0,0.0,17339.742404853256,0.0,40384.435834273914
2014-01-26,57000.0,1,26,6,1,0,56000.0,33000.0,68000.0,51000.0,45666.666666666664,38428.57142857143,0.0,14672.617840239476,0.0,44538.32687570543
2014-01-27,27000.0,1,27,0,0,0,57000.0,24000.0,29000.0,43000.0,46666.666666666664,38142.857142857145,0.0,14904.457626591335,0.0,40153.74515677907
2014-01-28,54000.0,1,28,1,0,0,27000.0,56000.0,23000.0,29000.0,46000.0,42571.42857142857,0.0,14246.135649795717,0.0,43615.3088675843
2014-01-29,22000.0,1,29,2,0,0,54000.0,57000.0,47000.0,123000.0,34333.333333333336,39000.0,0.0,15979.153085609161,0.0,38211.48165068823
2014-01-30,29000.0,1,30,3,0,0,22000.0,27000.0,33000.0,51000.0,35000.0,38428.57142857143,42866.666666666664,16297.823401271935,22523.142632034913,35908.61123801617
2014-01-31,46000.0,1,31,4,0,0,29000.0,54000.0,24000.0,20000.0,32333.333333333332,41571.42857142857,42700.0,15131.172490999514,22479.3391730089,38431.45842851213
2014-02-01,36000.0,2,1,5,1,1,46000.0,22000.0,56000.0,26000.0,37000.0,38714.28571428572,42833.333333333336,13780.593670258235,22425.483246756907,37823.5938213841
2014-02-02,52000.0,2,2,6,1,1,36000.0,29000.0,57000.0,68000.0,44666.666666666664,38000.0,43666.666666666664,12767.145334803681,22280.86133005624,41367.695366038075
2014-02-03,45000.0,2,3,0,0,1,52000.0,46000.0,27000.0,29000.0,44333.333333333336,40571.42857142857,43533.333333333336,11970.201096293818,22259.80347116103,42275.77152452856
2014-02-04,22000.0,2,4,1,0,1,45000.0,36000.0,54000.0,23000.0,39666.666666666664,36000.0,41066.666666666664,12096.83154108268,20255.15401984927,37206.82864339642
2014-02-05,84000.0,2,5,2,0,1,22000.0,52000.0,22000.0,47000.0,50333.333333333336,44857.142857142855,42833.333333333336,20152.98630830817,21612.70911760714,48905.121482547314
2014-02-06,54000.0,2,6,3,0,0,84000.0,45000.0,29000.0,33000.0,53333.333333333336,48428.57142857143,43133.333333333336,19060.05546386772,21706.082626501397,50178.841111910486
2014-02-07,32000.0,2,7,4,0,0,54000.0,22000.0,46000.0,24000.0,56666.666666666664,46428.57142857143,43200.0,20065.369361640147,21667.391676640855,45634.13083393287
2014-02-08,25000.0,2,8,5,1,0,32000.0,84000.0,36000.0,56000.0,37000.0,44857.142857142855,43000.0,21404.271936761983,21811.101254430836,40475.59812544965
2014-02-09,78000.0,2,9,6,1,0,25000.0,54000.0,52000.0,57000.0,45000.0,48571.42857142857,43800.0,24831.815230044038,22652.395777991307,49856.69859408724
2014-02-10,34000.0,2,10,0,0,0,78000.0,32000.0,45000.0,27000.0,45666.666666666664,47000.0,44000.0,25436.1946839538,22534.265096698313,45892.52394556543
2014-02-11,26000.0,2,11,1,0,0,34000.0,25000.0,22000.0,54000.0,46000.0,47571.42857142857,43166.666666666664,24818.387960388976,22727.90072277613,40919.392959174074
2014-02-12,41000.0,2,12,2,0,0,26000.0,78000.0,84000.0,22000.0,33666.666666666664,41428.57142857143,43100.0,18919.629514141667,22731.339448071427,40939.54471938056
2014-02-13,24000.0,2,13,3,0,0,41000.0,34000.0,54000.0,29000.0,30333.333333333332,37142.857142857145,42933.333333333336,18994.986807300585,22856.272561428268,36704.65853953542
2014-02-14,31000.0,2,14,4,0,0,24000.0,26000.0,32000.0,46000.0,32000.0,37000.0,39866.666666666664,19043.809142780923,17220.1432436938,35278.493904651565
2014-02-15,154000.0,2,15,5,1,0,31000.0,41000.0,25000.0,36000.0,69666.66666666667,55428.57142857143,43300.0,47158.79961314092,27004.661155769587,64958.87042848868
2014-02-16,58000.0,2,16,6,1,0,154000.0,24000.0,78000.0,52000.0,81000.0,52571.42857142857,44566.666666666664,46158.62917829176,26764.21096363102,63219.15282136651
2014-02-17,33000.0,2,17,0,0,0,58000.0,31000.0,34000.0,45000.0,81666.66666666667,52428.57142857143,44800.0,46227.18227355395,26626.924408355455,55664.36461602488
2014-02-18,42000.0,2,18,1,0,0,33000.0,154000.0,26000.0,22000.0,44333.333333333336,54714.28571428572,43933.333333333336,45084.0484935795,26266.45078387274,52248.27346201866
2014-02-19,28000.0,2,19,2,0,0,42000.0,58000.0,41000.0,84000.0,34333.333333333336,52857.142857142855,43900.0,46001.55276882354,26286.68208755935,46186.20509651399
2014-02-20,29000.0,2,20,3,0,0,28000.0,33000.0,24000.0,54000.0,33000.0,53571.42857142857,44100.0,45515.041992939514,26144.624290862255,41889.653822385495
2014-02-21,47000.0,2,21,4,0,0,29000.0,42000.0,31000.0,32000.0,34666.666666666664,55857.142857142855,44100.0,44584.85756183958,26144.624290862255,43167.24036678912
2014-02-22,25000.0,2,22,5,1,0,47000.0,28000.0,154000.0,25000.0,33666.666666666664,37428.57142857143,43833.333333333336,12039.617143098058,26302.069321152518,38625.43027509184
2014-02-23,51000.0,2,23,6,1,0,25000.0,29000.0,58000.0,78000.0,41000.0,36428.57142857143,44733.333333333336,10195.704043977574,26060.84833791782,41719.07270631888
2014-02-24,40000.0,2,24,0,0,0,51000.0,47000.0,33000.0,34000.0,38666.666666666664,37428.57142857143,44200.0,10146.545271784906,25985.937841787454,41289.304529739165
2014-02-25,21000.0,2,25,1,0,0,40000.0,25000.0,42000.0,26000.0,37333.333333333336,34428.57142857143,43000.0,11573.77989044118,26204.76397856721,36216.978397304374
2014-02-26,20000.0,2,26,2,0,0,21000.0,51000.0,28000.0,41000.0,27000.0,33285.71428571428,42766.666666666664,12658.518682614285,26382.705062915393,32162.733797978282
2014-02-27,44000.0,2,27,3,0,0,20000.0,40000.0,29000.0,24000.0,28333.333333333332,35428.57142857143,42433.333333333336,13074.875944053183,26298.92266487989,35122.05034848371
2014-02-28,26000.0,2,28,4,0,0,44000.0,21000.0,47000.0,31000.0,30000.0,32428.571428571428,42566.666666666664,12367.391841143412,26201.715307541814,32841.53776136278
2014-03-01,40000.0,3,1,5,1,1,26000.0,20000.0,25000.0,154000.0,36666.666666666664,34571.42857142857,42933.333333333336,12163.567772342974,26082.01035901596,34631.15332102208
2014-03-02,74000.0,3,2,6,1,1,40000.0,44000.0,51000.0,58000.0,46666.666666666664,37857.142857142855,43866.666666666664,18694.2822936905,26689.4442951068,44473.36499076656
2014-03-03,35000.0,3,3,0,0,1,74000.0,26000.0,40000.0,33000.0,49666.666666666664,37142.857142857145,43833.333333333336,18694.2822936905,26700.230314560482,42105.02374307492
2014-03-04,30000.0,3,4,1,0,1,35000.0,40000.0,21000.0,42000.0,46333.333333333336,38428.57142857143,43100.0,17681.036384189905,26770.222778045885,39078.76780730619
2014-03-05,113000.0,3,5,2,0,1,30000.0,74000.0,20000.0,28000.0,59333.333333333336,51714.28571428572,45366.666666666664,31255.47571074165,29659.543249131908,57559.07585547964
2014-03-06,34000.0,3,6,3,0,0,113000.0,35000.0,44000.0,29000.0,59000.0,50285.71428571428,45766.666666666664,31888.944195516433,29413.442075225463,51669.30689160973
2014-03-07,23000.0,3,7,4,0,0,34000.0,30000.0,26000.0,47000.0,56666.666666666664,49857.142857142855,43733.333333333336,32287.399871717604,28780.90043561975,44501.9801687073
2014-03-08,51000.0,3,8,5,1,0,23000.0,113000.0,40000.0,25000.0,36000.0,51428.57142857143,43633.333333333336,31994.04706533775,28749.192892219125,46126.485126530475
2014-03-09,53000.0,3,9,6,1,0,51000.0,34000.0,74000.0,51000.0,42333.333333333336,48428.57142857143,44333.333333333336,30473.2513463701,28711.806214377277,47844.86384489786
2014-03-10,33000.0,3,10,0,0,0,53000.0,23000.0,35000.0,40000.0,45666.666666666664,48142.857142857145,44600.0,30629.117798964704,28562.81643603481,44133.647883673395
2014-03-11,49000.0,3,11,1,0,0,33000.0,51000.0,30000.0,21000.0,45000.0,50857.142857142855,43633.333333333336,29577.17910500464,27875.936147364693,45350.235912755044
2014-03-12,21000.0,3,12,2,0,0,49000.0,53000.0,113000.0,20000.0,34333.333333333336,37714.28571428572,43200.0,13350.584078537337,28130.72930150376,39262.67693456628
2014-03-13,24000.0,3,13,3,0,0,21000.0,33000.0,34000.0,44000.0,31333.333333333332,36285.71428571428,43133.333333333336,14314.494818356718,28175.231643429644,35447.00770092471
2014-03-14,42000.0,3,14,4,0,0,24000.0,49000.0,23000.0,26000.0,29000.0,39000.0,43166.666666666664,13127.579111676787,28173.212189196154,37085.255775693535
2014-03-15,130000.0,3,15,5,1,0,42000.0,21000.0,51000.0,40000.0,65333.333333333336,50285.71428571428,46700.0,37147.06935822476,32064.751298927433,60313.94183177015
2014-03-16,52000.0,3,16,6,1,0,130000.0,24000.0,53000.0,74000.0,74666.66666666667,50142.857142857145,47400.0,37136.81269499116,31939.166313909725,58235.45637382761
2014-03-17,53000.0,3,17,0,0,0,52000.0,42000.0,33000.0,35000.0,78333.33333333333,53000.0,44033.333333333336,36359.31792539568,24851.952443015107,56926.59228037071
2014-03-18,28000.0,3,18,1,0,0,53000.0,130000.0,49000.0,30000.0,44333.333333333336,50000.0,43033.333333333336,37589.892258424996,24874.142970276316,49694.94421027803
2014-03-19,21000.0,3,19,2,0,0,28000.0,52000.0,21000.0,113000.0,34000.0,50000.0,42633.333333333336,37589.892258424996,25136.15795585333,42521.20815770852
2014-03-20,52000.0,3,20,3,0,0,21000.0,53000.0,24000.0,34000.0,33666.666666666664,54000.0,42966.666666666664,35809.68211717793,25193.709304224074,44890.90611828139
2014-03-21,20000.0,3,21,4,0,0,52000.0,28000.0,42000.0,23000.0,31000.0,50857.142857142855,42700.0,37940.42949778231,25399.090399135315,38668.17958871104
2014-03-22,32000.0,3,22,5,1,0,20000.0,21000.0,130000.0,51000.0,34666.666666666664,36857.142857142855,42800.0,15038.04698565796,25349.148118720423,37001.13469153328
2014-03-23,65000.0,3,23,6,1,0,32000.0,52000.0,52000.0,53000.0,39000.0,38714.28571428572,43400.0,17773.709852047243,25663.068862633623,44000.85101864996
2014-03-24,26000.0,3,24,0,0,0,65000.0,20000.0,53000.0,33000.0,41000.0,34857.142857142855,43433.333333333336,17072.673793995767,25638.983428840686,39500.63826398747
2014-03-25,25000.0,3,25,1,0,0,26000.0,32000.0,28000.0,49000.0,38666.666666666664,34428.57142857143,42566.666666666664,17309.507434327727,25813.23281779612,35875.478697990606
2014-03-26,50000.0,3,26,2,0,0,25000.0,65000.0,21000.0,21000.0,33666.666666666664,38571.42857142857,42900.0,17027.98816514682,25843.494479202134,39406.60902349296
2014-03-27,20000.0,3,27,3,0,0,50000.0,26000.0,52000.0,24000.0,31666.666666666668,34000.0,42866.666666666664,17117.24276862367,25873.343136469062,34554.95676761972
2014-03-28,24000.0,3,28,4,0,0,20000.0,25000.0,20000.0,42000.0,31333.333333333332,34571.42857142857,43000.0,16631.868434395663,25761.50563173264,31916.21757571479
2014-03-29,48000.0,3,29,5,1,0,24000.0,50000.0,32000.0,130000.0,30666.666666666668,36857.142857142855,43133.333333333336,17305.3803909706,25777.206361747027,35937.16318178609
2014-03-30,56000.0,3,30,6,1,0,48000.0,20000.0,65000.0,52000.0,42666.666666666664,35571.42857142857,44133.333333333336,15053.8715159605,25671.308730838453,40952.87238633957
2014-03-31,24000.0,3,31,0,0,0,56000.0,24000.0,26000.0,53000.0,42666.666666666664,35285.71428571428,43600.0,15283.043825476254,25925.0910283375,36714.654289754675
2014-04-01,49000.0,4,1,1,0,1,24000.0,48000.0,25000.0,28000.0,43000.0,38714.28571428572,42766.666666666664,15283.043825476254,25308.69188752099,39785.990717316
2014-04-02,39000.0,4,2,2,0,1,49000.0,56000.0,50000.0,21000.0,37333.333333333336,37142.857142857145,42900.0,14473.292316407824,25276.880536473873,39589.493037987006
2014-04-03,39000.0,4,3,3,0,1,39000.0,24000.0,20000.0,52000.0,42333.333333333336,39857.142857142855,43200.0,12348.124978157199,25171.686338095184,39442.119778490254
2014-04-04,40000.0,4,4,4,0,1,39000.0,49000.0,24000.0,20000.0,39333.333333333336,42142.857142857145,40766.666666666664,10221.359521912422,21443.88560604297,39581.58983386769
2014-04-05,89000.0,4,5,5,1,1,40000.0,39000.0,48000.0,32000.0,56000.0,48000.0,42600.0,20607.44202143162,23130.21609392622,51936.19237540077
2014-04-06,58000.0,4,6,6,1,0,89000.0,39000.0,56000.0,65000.0,62333.333333333336,48285.71428571428,43766.666666666664,20750.215145184105,22989.777838367005,53452.14428155058
2014-04-07,41000.0,4,7,0,0,0,58000.0,40000.0,24000.0,26000.0,62666.666666666664,50714.28571428572,43433.333333333336,18282.17971791368,22953.75160281381,50339.10821116294
2014-04-08,29000.0,4,8,1,0,0,41000.0,89000.0,49000.0,25000.0,42666.666666666664,47857.142857142855,42633.333333333336,20070.115191735273,23026.945735052595,45004.3311583722
2014-04-09,25000.0,4,9,2,0,0,29000.0,58000.0,39000.0,50000.0,31666.666666666668,45857.142857142855,42366.666666666664,21728.848500158867,23188.111301853067,40003.248368779154
2014-04-10,49000.0,4,10,3,0,0,25000.0,41000.0,39000.0,20000.0,34333.333333333336,47285.71428571428,42366.666666666664,21530.708965833608,23188.111301853067,42252.43627658437
2014-04-11,45000.0,4,11,4,0,0,49000.0,29000.0,40000.0,24000.0,39666.666666666664,48000.0,43166.666666666664,21330.72900770152,22836.87781868937,42939.32720743828
2014-04-12,37000.0,4,12,5,1,0,45000.0,25000.0,89000.0,48000.0,43666.666666666664,40571.42857142857,43600.0,11428.869043743862,22582.5688041264,41454.49540557871
2014-04-13,78000.0,4,13,6,1,0,37000.0,49000.0,58000.0,56000.0,53333.333333333336,43428.57142857143,44800.0,17434.23015083775,23435.01653509123,50590.871554184036
2014-04-14,34000.0,4,14,0,0,0,78000.0,45000.0,41000.0,24000.0,49666.666666666664,42428.57142857143,41600.0,17793.792390017556,17097.28754449985,46443.15366563803
2014-04-15,126000.0,4,15,1,0,0,34000.0,37000.0,29000.0,49000.0,79333.33333333333,56285.71428571428,44066.666666666664,35022.441784824594,22976.64981631588,66332.36524922852
2014-04-16,49000.0,4,16,2,0,0,126000.0,78000.0,25000.0,39000.0,69666.66666666667,59714.28571428572,43933.333333333336,32535.69468401478,22934.589647492056,61999.27393692139
2014-04-17,29000.0,4,17,3,0,0,49000.0,34000.0,49000.0,39000.0,68000.0,56857.142857142855,43966.666666666664,34454.93951732982,22911.348390207648,53749.45545269104
2014-04-18,29000.0,4,18,4,0,0,29000.0,126000.0,45000.0,40000.0,35666.666666666664,54571.42857142857,44233.333333333336,35874.11853903005,22680.210625631054,47562.091589518284
2014-04-19,56000.0,4,19,5,1,0,29000.0,49000.0,37000.0,89000.0,38000.0,57285.71428571428,44366.666666666664,35031.958198737535,22739.12522706081,49671.56869213871
2014-04-20,56000.0,4,20,6,1,0,56000.0,29000.0,78000.0,58000.0,47000.0,54142.857142857145,45566.666666666664,33830.107751471754,22355.56450568438,51253.67651910403
2014-04-21,23000.0,4,21,0,0,0,56000.0,29000.0,34000.0,41000.0,45000.0,52571.42857142857,45266.666666666664,35151.3733390183,22602.919148264627,44190.25738932802
2014-04-22,53000.0,4,22,1,0,0,23000.0,56000.0,126000.0,29000.0,44000.0,42142.857142857145,44866.666666666664,14496.304947911922,22346.384932248642,46392.69304199601
2014-04-23,23000.0,4,23,2,0,0,53000.0,56000.0,49000.0,25000.0,33000.0,38428.57142857143,44766.666666666664,15725.320800724949,22440.23992331836,40544.51978149701
2014-04-24,33000.0,4,24,3,0,0,23000.0,23000.0,29000.0,49000.0,36333.333333333336,39000.0,45033.333333333336,15394.804318340603,22243.919484276772,38658.389836122755
2014-04-25,42000.0,4,25,4,0,0,33000.0,53000.0,29000.0,45000.0,32666.666666666668,40857.142857142855,44766.666666666664,14758.371312903138,22230.27344571505,39493.79237709207
2014-04-26,29000.0,4,26,5,1,0,42000.0,23000.0,56000.0,37000.0,34666.666666666664,37000.0,45066.666666666664,13625.955623979738,21943.396356948942,36870.34428281905
2014-04-27,59000.0,4,27,6,1,0,29000.0,33000.0,56000.0,78000.0,43333.333333333336,37428.57142857143,46233.333333333336,14351.041110399598,21713.944881086205,42402.75821211429
2014-04-28,49000.0,4,28,0,0,0,59000.0,42000.0,23000.0,34000.0,45666.666666666664,41142.857142857145,46266.666666666664,13322.019009001184,21717.51769223736,44052.06865908572
2014-04-29,33000.0,4,29,1,0,0,49000.0,29000.0,53000.0,126000.0,47000.0,38285.71428571428,45500.0,12472.827609304431,21767.977112864806,41289.05149431429
2014-04-30,24000.0,4,30,2,0,0,33000.0,59000.0,23000.0,49000.0,35333.333333333336,38428.57142857143,45500.0,12272.69520598658,21767.977112864806,36966.78862073572
2014-05-01,59000.0,5,1,3,0,1,24000.0,49000.0,33000.0,29000.0,38666.666666666664,42142.857142857145,45833.333333333336,14147.185484853713,21899.587987516745,42475.09146555179
2014-05-02,27000.0,5,2,4,0,1,59000.0,33000.0,42000.0,29000.0,36666.666666666664,40000.0,45433.333333333336,15264.337522473696,22137.008073287157,38606.318599163846
2014-05-03,34000.0,5,3,5,1,1,27000.0,24000.0,29000.0,56000.0,40000.0,40714.28571428572,45266.666666666664,14772.883782054661,22205.829202592544,37454.738949372884
2014-05-04,76000.0,5,4,6,1,1,34000.0,59000.0,59000.0,56000.0,45666.666666666664,43142.857142857145,46466.666666666664,19056.30754219861,22874.068035785553,47091.05421202966
2014-05-05,83000.0,5,5,0,0,1,76000.0,27000.0,49000.0,23000.0,64333.333333333336,48000.0,46266.666666666664,24385.78821089582,22512.729477025798,56068.29065902224
2014-05-06,29000.0,5,6,1,0,0,83000.0,34000.0,33000.0,53000.0,62666.666666666664,47428.57142857143,45300.0,24838.52614291717,22613.926133522524,49301.217994266684
2014-05-07,40000.0,5,7,2,0,0,29000.0,76000.0,24000.0,23000.0,50666.666666666664,49714.28571428572,45266.666666666664,22990.68134204438,22621.21880513701,46975.91349570001
2014-05-08,29000.0,5,8,3,0,0,40000.0,83000.0,59000.0,33000.0,32666.666666666668,45428.57142857143,45266.666666666664,23754.698783308388,22621.21880513701,42481.93512177501
2014-05-09,49000.0,5,9,4,0,0,29000.0,29000.0,27000.0,42000.0,39333.333333333336,48571.42857142857,46066.666666666664,22322.31426814239,22301.899305746974,44111.45134133125
2014-05-10,54000.0,5,10,5,1,0,49000.0,40000.0,34000.0,29000.0,44000.0,51428.57142857143,46233.333333333336,21407.60879420477,22343.221348540686,46583.58850599844
2014-05-11,52000.0,5,11,6,1,0,54000.0,29000.0,76000.0,59000.0,51666.666666666664,48000.0,46466.666666666664,18547.236990991376,22366.436266521472,47937.691379498836
2014-05-12,30000.0,5,12,0,0,0,52000.0,49000.0,83000.0,49000.0,45333.333333333336,40428.57142857143,46233.333333333336,11267.3147179077,22504.686612797548,43453.26853462413
2014-05-13,51000.0,5,13,1,0,0,30000.0,54000.0,29000.0,33000.0,44333.333333333336,43571.42857142857,45333.333333333336,10596.495377515765,21716.565000070757,45339.95140096809
2014-05-14,30000.0,5,14,2,0,0,51000.0,52000.0,40000.0,24000.0,37000.0,42142.857142857145,45200.0,11767.590682726395,21800.664336603157,41504.96355072607
2014-05-15,120000.0,5,15,3,0,0,30000.0,30000.0,29000.0,59000.0,67000.0,55142.857142857145,45000.0,30377.780100091626,21048.38432656103,61128.72266304455
2014-05-16,52000.0,5,16,4,0,0,120000.0,51000.0,49000.0,27000.0,67333.33333333333,55571.42857142857,45100.0,30297.728973511857,21075.152881189653,58846.54199728341
2014-05-17,37000.0,5,17,5,1,0,52000.0,30000.0,54000.0,34000.0,69666.66666666667,53142.857142857145,45366.666666666664,31114.99408874853,20914.41234360077,53384.90649796256
2014-05-18,45000.0,5,18,6,1,0,37000.0,120000.0,52000.0,76000.0,44666.666666666664,52142.857142857145,45900.0,31269.94601545584,20685.410484120228,51288.67987347192
2014-05-19,49000.0,5,19,0,0,0,45000.0,52000.0,30000.0,83000.0,43666.666666666664,54857.142857142855,45666.666666666664,29818.498572913697,20606.884241944943,50716.50990510394
2014-05-20,26000.0,5,20,1,0,0,49000.0,37000.0,51000.0,29000.0,40000.0,51285.71428571428,44666.666666666664,31789.486132547463,20815.00343060484,44537.38242882796
2014-05-21,32000.0,5,21,2,0,0,26000.0,45000.0,30000.0,40000.0,35666.666666666664,51571.42857142857,44966.666666666664,31574.552743505013,20555.196227572782,41403.03682162097
2014-05-22,48000.0,5,22,3,0,0,32000.0,49000.0,120000.0,29000.0,35333.333333333336,41285.71428571428,44800.0,9759.000729485266,20508.030386773542,43052.277616215724
2014-05-23,29000.0,5,23,4,0,0,48000.0,26000.0,52000.0,49000.0,36333.333333333336,38000.0,45000.0,9416.297927883614,20316.461815228915,39539.20821216179
2014-05-24,27000.0,5,24,5,1,0,29000.0,32000.0,37000.0,54000.0,34666.666666666664,36571.42857142857,44800.0,10309.496315810622,20467.636354279748,36404.40615912135
2014-05-25,66000.0,5,25,6,1,0,27000.0,48000.0,45000.0,52000.0,40666.666666666664,39571.42857142857,45600.0,15109.126853849395,20820.414385223296,43803.30461934101
2014-05-26,26000.0,5,26,0,0,0,66000.0,29000.0,49000.0,30000.0,39666.666666666664,36285.71428571428,45500.0,15217.471162168407,20909.90525877709,39352.47846450576
2014-05-27,26000.0,5,27,1,0,0,26000.0,27000.0,26000.0,51000.0,39333.333333333336,36285.71428571428,44400.0,15217.471162168407,21042.8135001002,36014.35884837932
2014-05-28,48000.0,5,28,2,0,0,26000.0,66000.0,32000.0,30000.0,33333.333333333336,38571.42857142857,44366.666666666664,15661.599991243324,21036.06645630362,39010.76913628449
2014-05-29,23000.0,5,29,3,0,0,48000.0,26000.0,48000.0,120000.0,32333.333333333332,35000.0,44033.333333333336,15999.99999999995,21299.96492361257,35008.07685221337
2014-05-30,40000.0,5,30,4,0,0,23000.0,26000.0,29000.0,52000.0,37000.0,36571.42857142857,44566.666666666664,15851.99401607611,20978.94401427351,36256.05763916003
2014-05-31,47000.0,5,31,5,1,0,40000.0,48000.0,27000.0,37000.0,36666.666666666664,39428.57142857143,44166.666666666664,15640.302030940653,20807.96156205157,38942.04322937003
2014-06-01,63000.0,6,1,6,1,1,47000.0,23000.0,66000.0,45000.0,50000.0,39000.0,45366.666666666664,14809.906594348662,20821.877309998803,44956.53242202752
2014-06-02,39000.0,6,2,0,0,1,63000.0,40000.0,26000.0,49000.0,49666.666666666664,40857.142857142855,45533.333333333336,13680.016708427513,20747.63523431264,43467.39931652064
2014-06-03,53000.0,6,3,1,0,1,39000.0,47000.0,26000.0,26000.0,51666.666666666664,44714.28571428572,44766.666666666664,12552.745857836346,19994.28079146173,45850.54948739048
2014-06-04,24000.0,6,4,2,0,1,53000.0,63000.0,48000.0,32000.0,38666.666666666664,41285.71428571428,42800.0,14614.083227196543,18979.844118396235,40387.91211554286
2014-06-05,74000.0,6,5,3,0,1,24000.0,39000.0,23000.0,48000.0,50333.333333333336,48571.42857142857,44300.0,16561.573424216476,19619.04423135142,48790.934086657144
2014-06-06,54000.0,6,6,4,0,0,74000.0,53000.0,40000.0,29000.0,50666.666666666664,50571.42857142857,44766.666666666664,16195.23739516385,19679.646992441852,50093.20056499286
2014-06-07,37000.0,6,7,5,1,0,54000.0,24000.0,47000.0,27000.0,55000.0,49142.857142857145,45033.333333333336,16984.58685032373,19512.124141306256,46819.90042374465
2014-06-08,56000.0,6,8,6,1,0,37000.0,74000.0,63000.0,66000.0,49000.0,48142.857142857145,45266.666666666664,16221.678616680096,19602.83817123978,49114.92531780849
